Code Cegid;Historique
FONTE;"<strong>08/11/2017 JACQUES G</strong>&nbsp;:&nbsp;vu MM Mansuy et Pierard avec JM + HF pour explication modification structure Acobal, point sur historique, existant et pistes pour l'avenir : voir CRV<br />
<strong>25/09/2017 ELODIE S</strong>&nbsp;: visite Mr Mroz et Mme Milet&nbsp;FA1 suite problème de corrosion avec des pièces Grundfos (Danemark) : prélèvement pièces pour analyses labo. Mais le process reste indentique à celui des années précédentes donc les résultats devraient similaires à ceux déjà obtenus.<br />
Rencontre Mme Milet et Mme Vermonet&nbsp;au sujet du projet d'expédition vers Singapour et problème de perforation des housses VCI : voir CRV<br />
<strong>14/09/2017 JACQUES G</strong> : visite JM + CP + JGL de LFA à l'occasion de la journée 'portes ouvertes 90 ans' : vu M. Morassi, M. Mansuy, M. Sence, M. Pierard, Mme Dubois, Mme Miclet, M. Grosdidier, ... voir CRV<br />
<strong>07/07/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Pierard : pb de surstock en raison de camions non-réceptionnés par ses collègues : va en parler à M. Grosdidier ; et de hausse des productions : va demander des livraisons mesusuelles + 10 % à Claire à la rentrée<br />
<strong>01/06/2017 JACQUES G</strong>&nbsp;:&nbsp;vu MM Pierard et Mansuy pour un point de démarrage de la prise de fonction de M. Pierard : présentation Acobal : voir CRV<br />
<strong>30/05/2017 JACQUES G</strong>&nbsp;:&nbsp;Claire m'informe que les commandes qu'elle a reçues de M. Pierard sont inusuelles : à évoquer le 01/06<br />
<strong>19/05/2017 JACQUES G</strong>&nbsp;:&nbsp;Claire m'informe que le successeur de M. Sence est arrivé : rdv pris pour le 01/06 à 14h00<br />
<strong>28/04/2017 JACQUES G </strong>: départ à la retraite de P. Sence<br />
<strong>28/03/2017 JACQUES G</strong>&nbsp;:&nbsp;vu M. Sence et M. Mansuy pour réunion de transmission d'information en vue du prochain départ de M. Sence : voir CRV et présentation ppt<br />
<strong>05/10/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;reçu MM Sence et Mansuy à St Chamond pour visite d'usine, point complet et discussion du contrat : voir CRV<br />
<strong>30/09/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;mail de S. Dubois avec infos techniques : transmis à Elodie pour prise en compte<br />
<strong>29/09/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;mail à P. Sence copie S. Dubois pour accuser réception : tél à S. Dubois pour avoir infos complémentaires<br />
<strong>28/09/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél et mail de P. Sence pour une question de Mme Dubois relative à la protection de pièces fonte présentant des corps creux<br />
<strong>05/09/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél à P. Sence : confirme téléphoniquement sa venue + M. Mansuy à St Cham le 4/10 : va confirmer par mail demain - va se repencher sur le contrat pour nous signaler les points à retravailler - demande accompagnement technique chez LFA Serbie et Espagne<br />
<strong>22/07/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;P. Sence me demande un accompagnement technique pour leur nouveau site d'usinage de Serbie : d'après Jérôme, la fédération ne couvre pas la Serbie<br />
<strong>10/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;NC n°251 pour des problèmes de prédécoupes rendant la séparation des housses difficiles et conduisant à des déchirures<br />
<strong>23/03/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;vu P. Sence pour point complet et présentation du contrat - voir CRV et diaporama<br />
<strong>15/03/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél M. Sence / rdv : OK pour le 23/03 à 14h00&nbsp;&nbsp;demande des nouvelles du contrat : a encore reçu Propack et Clariant<br />
<strong>18/01/2016&nbsp;ELODIE S&nbsp;:</strong>&nbsp;Appel Mr Ferro (FA2) pour connaître suite des échantillons envoyés : voir mail en annexe. L'axxaclean 2048-spray donne satisfaction même si le temps d'action un peu long. Va en commander pour des besoins spots. Essai formats bulles pour expé CAT : mise en œuvre ok mais attend accord CAT. Pas d'essai effectué avec le papier VCI pour le moment<br />
<strong>14/01/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél P. Sence pour point : attend le contrat de JM, soucis logistiques pas trop gênants, OK pour venir nous visiter à St Chamond au printemps, veut sa grille de prix / fév pour lundi<br />
<strong>07/01/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél JGL / P. Sence pour vœux et point rapide suite à derniers soucis logistiques : pas dispo : rappeler plus tard<br />
<strong>26/08/2015&nbsp;JACQUES G&nbsp;: </strong>visite JM + JGL /&nbsp;P. Sence et F. Mansuy&nbsp;pour point complet&nbsp;: OK pour contrat si intérêt pour LFA : avant fin 2015 : action JM<br />
<strong>19/12/2014 JACQUES G :</strong> information de Mr Morassi : son successeur sera Mr Hervé Vasseur au 01/02/2014 (même coordonnées téléphoniques)<br />
<strong>10/12/2015 JACQUES G :</strong> visite JGL : MM Sence et Mansuy<br />
Dossier 'cahier des charges nouveau client' / FA2 / M. Vukovic + M. Ferro + M. Dubois<br />
Dossier housses alu / FA5 / M.Carré<br />
<strong>24/09/2014 JACQUES G :</strong> visite FC + ES + JGL / MM Sence + Mansuy + Mroz<br />
<strong>22/11/2013 JACQUES G :</strong> visite JV + ES / MM Morassi et Mroz pour point technique<br />
<strong>07/11/2013 JACQUES G :</strong> visite JM + GD + JGL pour point complet et reconstruction de notre offre / M. Sence<br />
<strong>26/06/2013 JACQUES G :</strong> visite de JGL pour faire un point mi-2013 : veut passer en DDP et me montre une housse verte PROPACK en me disant qu'ils veulent rentrer<br />
<strong>05/12/2012 ELODIE S :</strong> visite ES / M. Mroz pour travailler sur pb corrosion<br />
<strong>09/10/2012 JACQUES G :</strong> visite JGL / M. Mroz : nouveaux pb corrosion sur un lot de pièces et housses sans marquages<br />
<strong>02/04/2012 JACQUES G :</strong> point téléphonique JGL / Guillmin : plus de pb de corrosion avec type H depuis lancement essai il y a 2 mois<br />
<strong>02/02/2012 JACQUES G :</strong> visite JGL / M. Sence + Guillmin pour démarrage ce jour des types H sur Grundfos<br />
<strong>25/11/2011 JACQUES G :</strong> visite JGL / M. Sence&nbsp;+ Guillmin + Morassi pour pb corrosion pièces Grundfos : probablement pb condensation : proposition type H<br />
<strong>01/06/2011 JACQUES G :</strong> d'accord pour une hausse de 2 % applicable à la rentrée de sept<br />
<strong>04/03/2011 JACQUES G :</strong> visite JM + JGL / M. Sence pour préparer une hausse mi-2011<br />
Font partie du même groupe que SED, AFC, FONDATEX, LFA ESPANA, MECAFOR SERBIE et CEVA<br />
Ont pour clients : GRUNDFOS ; WILO INTEC<br />
On utilise TGL (Transports Génin Logistique) pour le stockage&nbsp;de proximité du stock de sécurité<br />
Groupe LFA : CA 2009 :&nbsp;? K€&nbsp;&nbsp; 2010 : 274 K€&nbsp;&nbsp; 2011 : 344 K€&nbsp;&nbsp; 2012 : 300 K€&nbsp;&nbsp; 2013&nbsp;: 344 K€&nbsp;&nbsp; 2014 : 403&nbsp;K€&nbsp;&nbsp; 2015 : 372 K€&nbsp;&nbsp;&nbsp; 2016 : 449 K€"
Voir AFMECH;
FORES;"<strong>13/05/2016&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp;Meeting with Nico Govaerts om Atlas Copco<BR><BR><B><U><FONT size=5 face=Calibri><FONT size=5 face=Calibri>
<P><FONT size=3>Type of test :</FONT></P></B></U>
<P><FONT size=3>Climate chamber test based on the ISO 60068-2-30 standard. We should do the same test than the previous one but maybe with 1 or 2 less cycles as we have seen that it was really severe.</FONT></P>
<P><B><U><FONT size=3>Materials to test:</FONT></P></B></U>
<P><FONT size=3>Cortec VpCI 126 bag (100µm), Zerust Valeno 450 Type F, Zerust Valeno 450 Type F(H)</FONT></P>
<P><B><U><FONT size=3>Parts:</FONT></P></B></U>
<P><FONT size=3>To be discussed with Atlas Copco. But why not the same type of parts than last time. As we know that Atlas Copco process is not good, we propose to work with at least 2 parts. One will stay in the delivering state and one will be cleaned in the lab. For the cleaning, we propose to clean them with a fresh bath of the washing liquid used by Atlas Copco and with DI water. We will just need some sample of the washing concentrate and the lab will do the bath and clean the parts. </FONT><FONT size=3>The target is to show them that VCI can work when the parts are cleaned and the process is under controlled. Regretfully, AC does not want to collaborate here and only wants to test production parts. NIco proposes to do a test on clean parts after we have done the climate test. We could do this on the clean and unrusted areas on the parts<BR><BR></FONT><B><U><FONT size=3>Additional information:</FONT></P></B></U>
<P><FONT size=3>The thickness of the film will not significantly impact the results (especially when the difference is not too big) during a long climatic test. We have more humidity developing in the packaging by condensation than humidity entering by permeability of the film. Valeno Type F(H) is the new chemistry we have proposed to Atlas Copco as it should when the film is in close contact with the metal area with a lot of humidity. We have in this chemistry more contact inhibitors and more water soluble inhibitor which are able to inhibit the water in contact with the film. The Valeno Type F(H) cannot be produced in Valeno 320 so we have to work with 450. To compare, in good way, to Valeno Type F the efficiency of Valeno Type F(H), I propose to work in both cases with Valeno 450.<BR><BR>NIco proposes to do a mechanical test on all the bags before we proceed to the CCT test. He sent a Cortec bag to Jérôme for these purposes. He also wishes to do a permeability test on the bags, but I said that we are not able to do this in our lab. He will contact the BVI or the University of Diepenbeek to do this.<BR><BR>In the end, we agreed on the following:<BR>- Foresco, Acobal and AC will jointly pack the parts.<BR>- Foresco, Acobal and AC will jointly inspect the parts in Dresden.<BR></FONT></P>
<P>&nbsp;</P></FONT></FONT><BR><BR>"
FORC;"<strong>30/01/2017 JEAN-MICHEL B</strong>&nbsp;: relance par tel à M BRUNNY pour l'audit attente réponse mail d'une date<br />
<strong>08/09/2016&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;visite effectuée le 08/09/2016 avec M BRUNY voir cr<br />
<strong>17/08/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;consultation de M. Brunny pour des housses, papier crêpé et sachets UD<br />
<br />
ATTENTION : MONTGOLFIER et BRUNOPACK nous consultent pour les mêmes produits : M. Brunny consulte probablement des concurrents à chaque besoin"
FORG;"<strong>08/12/2015&nbsp;CECILE G&nbsp;:</STRONG>&nbsp;D<SPAN style='FONT-SIZE: 11pt; FONT-FAMILY: ""Calibri"",sans-serif; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-bidi-font-family: ""Times New Roman""; mso-ansi-language: FR; mso-fareast-language: EN-US; mso-bidi-language: AR-SA'>étenue à 100% par le groupe ABC Automotive - Conserve le nom SFF – SOCIETE DES FORGES DE FRONCLES<?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></SPAN><BR><strong>03/12/2015&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;Visite effectuée le 03/12/2015 à la nouvelle responsable des achats ALIX DEBOOS VOIR CR<BR><BR>"
FOR;"<strong>02/01/2017 JACQUES G</strong>&nbsp;:&nbsp;selon JMBB qui a visité Suippes : les achats sont indépendants, dont Trie Château est décideur pour ses housses VCI : arriver à contacter le décideur local : M. Savoie ?<br />
<strong>30/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;recherche sur internet : en fait nouveau n° de tél : 03 44 49 43 35&nbsp; : les achats sont maintenant gérés par Le Bronze Industriel à Suippes 51<br />
<strong>26/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;idem<br />
<strong>25/05/2016&nbsp;JACQUES G&nbsp;:</strong> idem&nbsp;<br />
<strong>24/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél plusieurs fois au standard pour reprise de contact : disque 'impossible de répondre pour le moment !'<br />
<strong>08/09/2009&nbsp;JACQUES G&nbsp;:</strong>&nbsp;vu&nbsp;Mlle Merckaert : optimisation dimensionnelle des housses pour en diminuer le prix<br />
CA 2011 : 14 620 €&nbsp;&nbsp;&nbsp; 2012 : 4 385 €&nbsp;&nbsp;&nbsp; 2013 : 0 €&nbsp;&nbsp;&nbsp;&nbsp; 2014 : 0 €&nbsp;&nbsp;&nbsp;&nbsp; 2015 : 0 €&nbsp;&nbsp;&nbsp; 2016 : 0 €"
FORMI;
FORMIN;
FOURNC;"<strong>06/07/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;Visite effectué le 06/07/2016 avec J. Royon voir cr<BR><BR><strong>21/06/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;entretien téléphonique avec J ROYON visite prévue le 06/07/2016<BR><strong>30/06/2015 JACQUES G :</STRONG> rencontré M. Royon : en expansion après difficultés - maintenant 3 sites dont un nouveau à Clermont Ferrand - achète 6 000 h bleues /an : 1270x950x2000 en 70µm car moins chères que nos housses V450 catalogue prix catalogue - en livre à Axletech en même temps que ses caisses bois - distribue des housses chez Barriol &amp; Dallière pour des pièces CAT - ne commande du jaune que pour ses clients à logistiques difficiles - commande du bleu pour le reste car moins cher et ça marche. Lui faire offre HOFE000133 : HZV320F-1250x1050x2000mm : ça devrait passer techniquement et commercialement <BR><strong>07/04/2014 JACQUES G :</STRONG> licenciement économique de 2 personnes<BR><strong>06/04/2012 JACQUES G :</STRONG> pour info : visite JGL chez&nbsp;Barriol &amp; Dallière pour améliorer le condi des arbres de roues / M. Valat/CAT : achètent aussi du VCI&nbsp;bleu <strong>Propack</STRONG> chez <strong>Fournel Emballages</STRONG> car moins cher<BR><BR>CA 2011 : 5 250€&nbsp;&nbsp; 2012 : 1 397€&nbsp;&nbsp; 2013 : 2 224€&nbsp;&nbsp; 2014 : 1 277€&nbsp;&nbsp;&nbsp;&nbsp; 2015 : 809 €<BR>"
RENAU;
FME;
FRANT;"<strong>24/03/2017 JACQUES G</strong>&nbsp;:&nbsp;redressement judiciaire<br />
<strong>19/01/2016&nbsp;CECILE G&nbsp;:</strong>&nbsp;Info de Mme César : Validation du format en V180, référence qu'elle commandera dorénavant (email du 19/01/16)<br />
<strong>21/12/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;Mme César demande un échantillon de format en V180 pour la rentrée de janvier afin de le tester<br />
<strong>21/12/2015&nbsp;CECILE G&nbsp;:</strong>&nbsp;Nouvelle offre pour 2016 (CG15-906)<br />
<strong>26/11/2015&nbsp;JACQUES G&nbsp;: </strong>visite Mme César : voir CRV et&nbsp;réactualisation de l'offre pour 2016 avec info sur remplacement formats V250 par V180&nbsp;<br />
CA 2011 : 11 628 €&nbsp;&nbsp;&nbsp;&nbsp; 2012 : 5 404 €&nbsp;&nbsp;&nbsp;&nbsp; 2013 : 3 098 €&nbsp;&nbsp;&nbsp;&nbsp; 2014 : 8 599 €&nbsp;&nbsp;&nbsp;&nbsp;2015 : 7 776 €&nbsp;&nbsp;&nbsp;&nbsp;2016 : 4 628 €&nbsp;&nbsp;&nbsp;"
FREU;
ELRIN;"<strong>31/07/2017 JACQUES G</strong>&nbsp;:&nbsp;viennent de commander 10 000 SZV450F-600x340mm : Cécile a envoyé une réactu CG 17-526 ce jour<br />
<strong>16/05/2017 JACQUES G</strong>&nbsp;:&nbsp;vu M. Nabais - présentation Acobal - potentiel intéressant actuellement chez Branopack - voir CRV<br />
<strong>12/05/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Nabais : OK pour 30 mn le 17/05 à 10h30<br />
<strong>03/05/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Nabais : pas dispo cette semaine : proposé visite le 17 mai<br />
<strong>24/04/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Dujardin, et à M. Louvet (arrêt maladie), c'est M. Nabais qu'il faut voir : tél M. Nabais<br />
<br />
Fabriquent également des écrans thermiques comme Thermal Ceramics - démarrage en 2015<br />
Voir également le site de Chamborêt<br />
Repris à Freudenberg par le groupe allemand Elringklinger Meillor en 2011<br />
<br />
CA 2014 : 5 424 €&nbsp;&nbsp;&nbsp; 2015 : 1 840 €&nbsp;&nbsp;&nbsp; 2016 : 3 094 €"
FREA;
FREUD;
FREY;
FUJI;"<strong>03/02/2017&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;M. Wielemans me tél pour échanger sur la meilleure façon de conditionner ses pièces dans du GARDAC PMUC : envoi catalogue et proposition de fabrication de housses polonaises&nbsp;<BR><strong>19/12/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Mme Halib me tél pour me demander de passer prendre les données à l'atelier pour préco d'une housse 700 x 550 mm Q: 20 par an : lui signaler quand je passe devant<BR><BR>"
CASFW;"<strong>09/07/2015&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;Réunion sur site avec Aurélie Saunier responsable achat en remplacement de Josiane Poivey<BR><BR>FWI et FWF deviennent CASTMETAL FWI et CAST METAL FWF en 2013"
GAC;"<strong>10/11/2017 JACQUES G</strong>&nbsp;:&nbsp;aller les voir car leurs collègues d'Evreux nous ont consultés et membre SEILA : vu M. Godard du site d'Evreux<br />
<br />
GACEC = Groupement Administratif et Commercial pour l'Emballage et la Caisserie<br />
<br />
&nbsp;"
GACH;Distributeur pour Ratier Figeac<BR>
GALI;
GAN;
GARCI0;"<strong>07/03/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;société en voie de disparition , retraite de M LEBRUN? PAS DE SUITE 0 DONNER POUR LE MOMENT<BR><BR>"
GAR;"<strong>29/02/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;visite effectuée le 24/02/2016 voir cr <BR><BR>"
GARD;"<strong>19/06/2017 JACQUES G</strong>&nbsp;:&nbsp;Mme Bonnin demande un catalogue<br />
<br />
<br />
CA 2011 : 57 €&nbsp;&nbsp;&nbsp; 2012 : 126 €&nbsp;&nbsp;&nbsp; 2013 : 63 €&nbsp;&nbsp;&nbsp; 2014 : 61 €&nbsp;&nbsp;&nbsp; 2015 : 61 €&nbsp;&nbsp;&nbsp; 2016 : 108 €"
GIS01;
GFC;"<strong>26/08/2016&nbsp;JACQUES M&nbsp;:</STRONG>&nbsp;Organisation Gefco, avec noms et fonctions des responsables à Août 2016, classé e en annexe au 26/08/16<BR><strong><BR>09/08/2016 JACQUES M: réception d'une consultation pour l'Iran <BR><BR>22/03/2016&nbsp;JACQUES M&nbsp;:</STRONG>&nbsp;JV et JM rencontrent à Plip&nbsp;le nouveau Directeur de Site, Thomas Maître. Confirmation de la présence d'une deuxième source par sécurité. Relation apaisée et normalisée entre Gefco Plip et Acobal. (Cf CRV 29 3 2016).<BR><BR><strong>22/12/2015&nbsp;JEROME V&nbsp;:</STRONG>&nbsp;Entretien téléphonique avec Laurent Ohlmann pour informer du résultat de l'AO PSA et souhaiter les vœux. Infos de L. Ohlmann : activité en baisse à PIP due à la baisse des commandes PSA, au CALS et aux délocalisations. Situation tendue mais emplois préservés. Nouveau Directeur de site : Thomas Maître (ex PSA, ESC Paris). Départ de Céline Nozay sur projets transversaux. J. Vautier maintenant responsable méthode et production (responsable direct de N. Fergani). Nouvel interlocuteur qualité PSA sur site. Laurent recommande à JM et JV de rencontrer ce nouvel interlocuteur et Thomas Maître pour présenter ACOBAL et notre appui PSA. Confirmation de la volonté de J. Vautier de faire rentrer un autre fournisseur car projet de l'ancien Directeur du site avec qui J. Vautier avait de très bonnes relations. Mais avec le résultat de l'AO, ce sera au risque et péril de PLIP. L. Ohlamnn ne validera pas si pas de validation de PSA ! Si utilisation de produits VCI concurrent, ce sera une décision de J. Vautier qui s'exposera fortement en cas de problème. Confirmation des tensions Vesoul - PLIP avec intervention du patron de JY Sallat. <BR><BR><strong>18/11/2015&nbsp;GERALDINE D&nbsp;:</STRONG>&nbsp;CT avec Nathalie Fergani le 17/11/15 car très petite commande pour voir si on peut grouper avec la commande de la semaine suivante à cause des frais de port élevés.<BR>Pas possible de reporter car bientôt en rupture sur ces housses. Par contre, elle me confirme que l'activité est extrêmement faible chez eux. Elle refait le point sur les prévisions vendredi et nous tiendra informés. En effet, leurs prévisions ne sont pas du tout cohérentes avec leurs commandes.<BR><BR>"
GEM;
GEMM;
GENMO;"<strong>24/08/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;visite avec le secteur achats voir cr<br />
<br />
<strong>24/07/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;visite avec me Vasseur mm Helbling Tiroumalle &nbsp;voir mail&nbsp;<br />
<br />
<strong>24/10/2016 JACQUES G</strong>&nbsp;:&nbsp;lettre de remerciements à leurs fournisseurs car ont reçu un trophée PFA<br />
<strong>18/04/2016&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;visite Luc CHRIST&nbsp; nouvel acheteur voir cr<br />
<strong>10/07/2013 JACQUES G :</strong> visite JGL / MM. Helbling + Christ + médecin du travail pour un pointng pour faire le point sur le projet Thaïlande<br />
<strong>10/03/2013 JACQUES G :</strong> ont été repris par M. Guido Dumarey<br />
<strong>14/09/2012 JACQUES G :</strong> utilisent les services d'une centrale d'achats localisée en Roumanie : Ceprocs qui demande un 'rebate' à chaque commande.<br />
<strong>10/10/2011 JACQUES G :</strong> visite JGL / M. Helbling"
GENEV;
GEOS;
SOULI;
GEO;"<strong>12/07/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;d'après M. Emilio : ce site serait fermé et regroupé&nbsp;avec St Quentin Fallavier<BR><BR>"
GEOD;
GEORG;
GEORGI;"<strong>06/11/2017 JACQUES G</strong>&nbsp;:&nbsp;vu M. Brion pour point rapide : intérêt pour capsules VCI et deshydratants : voir CRV<br />
<strong>09/10/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Brion : OK pour visite le 06/11 à 14h00 - confirmé par mail<br />
<strong>22/08/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Aldebert, mais c'est M. Brion qui reçoit les fournisseurs : occupés en cette rentrée : le rappeler fin sept&nbsp;: noté<br />
<br />
CA 2012 : 4 229 €&nbsp;&nbsp;&nbsp; 2013 : 3 172 €&nbsp;&nbsp;&nbsp; 2014 : 1 057 €&nbsp;&nbsp;&nbsp; 2015 : 2 227 €&nbsp;&nbsp;&nbsp; 2016 : 1 952 €<br />
&nbsp;"
GER;"<strong>23/02/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;analyse du besoin réalisé avec M CLAUDE pour le projet des toles de jantes<BR><strong>22/02/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;rdv le 23/02/2016 avec M CLAUDE <BR><strong>09/02/2016&nbsp;CECILE G&nbsp;: </STRONG>FAB hp par tél. avec Mr Claude Raphael<BR><BR>"
GES;
GEV;"<strong>20/10/2017 JACQUES G</strong>&nbsp;:&nbsp;La R&D est à Laval&nbsp;&nbsp; prod de pistons de freins forgés à froid pour l'auto depuis 1962<br />
pignons BV, Noix de transmission, tripodes, croisillons, fusées de roues&nbsp;&nbsp; 40 % à l'export<br />
<br />
&nbsp;"
GHM;"<strong>06/06/2017 ELODIE S</strong>&nbsp;:&nbsp;essai avec JMBB pour un nouvel envoi test vers CBS (USA) : arrivée prévue mi-Juillet CRV à suivre avec résultats<br />
<br />
<strong>10/05/2017 JEAN-MICHEL B</strong>&nbsp;: visite réalisé avec MM Alloui et Mennuni directeur du site voir cr<br />
<br />
<strong>14/02/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;Visite effectuée avec JM auprès de M. ALLOUI le 09/02/2017 voir cr<br />
<br />
<strong>14/09/2016&nbsp;ELODIE S&nbsp;:</strong>&nbsp;visite suite problèmes de corrosion : voir CRV<br />
<br />
<strong>19/07/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;pb corrosion sur pièce fonte livrée aux US : conseil du commercial : appliquer du Cortec VpC1 337 : Géraldine à essayer de contacter M. Thomas : a quitté la société : répondre à la demande de VCI 337 de M. Alloui en attendant accompagnement technique : pour action JMBB&nbsp;<br />
<strong>29/03/2016&nbsp;GERALDINE D&nbsp;:</strong>&nbsp;Réception de notre note qualité fournisseur pour l'année 2015 : <strong><font color=""#000000"" style=""background-color: rgb(51, 255, 51);"">A - 91</font> </strong>(sur les critères de Qualité des produits livrés (niveau - constance) - Niveau de prix - Respect des délais, annonce des retards - Flexibilité - Contact commercial<br />
&nbsp;"
GILL;
GIM;"<strong>24/02/2017&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;AGCO ne veut plus gérer les exports du GIMA : ils ont signé un contrat de 1 an avec MD Transports<BR><strong>16/04/2015&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Noyer Safia vient d'être mandaté pour gérer les appros de VCI du GIMA&nbsp;<BR>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><strong>09/04/2015 JACQUES G : </STRONG>Ténart Transport va reconditionner des pièces GIMA<BR><strong>10/03/2010 JACQUES G :</STRONG> visite JGL pour essais papier+PE VCI/palettes : doute sur papier + PE <BR>CA 2011 : 3 076 €&nbsp;&nbsp;&nbsp;&nbsp; 2012 : 10 342 €&nbsp;&nbsp;&nbsp;&nbsp; 2013 : 8 376 €&nbsp;&nbsp;&nbsp;&nbsp; 2014 : 10 956 €&nbsp;&nbsp;&nbsp;&nbsp; 2015 : 4 654 €&nbsp;&nbsp;&nbsp; 2016 : 0 €</P>"
GKN;
GMC;
GMP;
GODAR;
GPE;
GRACO;"<strong>16/02/2016&nbsp;ANTHONY VZ&nbsp;:</STRONG>&nbsp;Meeting with Dieter Sadar<BR><BR><!--StartFragment-->
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Dieter explained that Graco equipment is the Rolls Royce within its industry.<?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>The stats showed that in 2% of the cases the deliveries of Acobal arrived late. This could be due to the desired delivery date, which sometimes is kept short. The ordering quantities also differ due to promotional campaigns.<o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Shorter delivery times are very welcome though. Stock holdings need to be minimized in order to lower the working capital requirements. <SPAN style=""COLOR: blue"">A forecast is available!</SPAN><o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><FONT size=3><FONT face=Cambria>Graco will launch in March a promotional campaign and the demand for VCI bags will most probably go up till the marketing effect fade away. <o:p></o:p></FONT></FONT></SPAN></P>
<P class=MsoNormal style=""MARGIN: 0cm 0cm 0pt""><SPAN lang=EN-US><o:p><FONT size=3 face=Cambria>&nbsp;</FONT></o:p></SPAN></P><BR>"
